Time,Temperature,Humidity,Temp_0,Temp_1,Humid_0,Humid_1,Set_Temp,Set_Humid,Duty_Cycle
2026-03-08 17:23:40,24.064,37.24,23.9757,24.152,37.3861,37.0947,37.8,55,100
2026-03-08 17:23:40,24.114,37.24,24.0563,24.1721,37.3831,37.0962,37.8,55,100
2026-03-08 17:23:40,24.064,37.223,24.0362,24.0916,37.3693,37.0764,37.8,55,100
2026-03-08 17:23:41,24.044,37.226,23.9355,24.152,37.3693,37.0825,37.8,55,100
2026-03-08 17:23:41,24.084,37.224,23.9757,24.1923,37.3495,37.0993,37.8,55,100
2026-03-08 17:23:41,24.074,37.205,23.9959,24.152,37.3281,37.0825,37.8,55,100
2026-03-08 17:23:41,24.084,37.188,23.9959,24.1721,37.3037,37.0718,37.8,55,100
2026-03-08 17:23:42,24.064,37.192,23.9959,24.1318,37.3281,37.0565,37.8,55,100
2026-03-08 17:23:42,24.014,37.186,23.9556,24.0714,37.3236,37.0489,37.8,55,100
2026-03-08 17:23:42,24.044,37.183,23.9757,24.1117,37.3129,37.0535,37.8,55,100
2026-03-08 17:23:42,24.084,37.224,24.016,24.152,37.3541,37.0947,37.8,55,100
2026-03-08 17:23:43,24.074,37.187,24.0563,24.0916,37.3465,37.0275,37.8,55,100
2026-03-08 17:23:43,24.104,37.214,24.0362,24.1721,37.3693,37.0596,37.8,55,100
2026-03-08 17:23:43,24.124,37.192,24.0764,24.1721,37.3251,37.0596,37.8,55,100
2026-03-08 17:23:44,24.054,37.191,24.016,24.0916,37.3175,37.0642,37.8,55,100
2026-03-08 17:23:44,24.124,37.205,24.0563,24.1923,37.3342,37.0748,37.8,55,100
2026-03-08 17:23:44,24.084,37.188,23.9556,24.2124,37.3236,37.052,37.8,55,100
2026-03-08 17:23:44,24.074,37.205,24.0362,24.1117,37.3449,37.0657,37.8,55,100
2026-03-08 17:23:45,24.064,37.198,24.0362,24.0916,37.3571,37.0397,37.8,55,100
2026-03-08 17:23:45,24.084,37.182,24.016,24.152,37.3297,37.0336,37.8,55,100
2026-03-08 17:23:45,24.084,37.17,24.0362,24.1318,37.3449,36.9955,37.8,55,100
2026-03-08 17:23:45,24.094,37.22,23.9959,24.1923,37.3648,37.0748,37.8,55,100
2026-03-08 17:23:46,24.094,37.214,23.9959,24.1923,37.3648,37.0626,37.8,55,100
2026-03-08 17:23:46,24.074,37.193,24.016,24.1318,37.3419,37.0443,37.8,55,100
2026-03-08 17:23:46,24.094,37.177,23.9959,24.1923,37.3404,37.0138,37.8,55,100
2026-03-08 17:23:46,24.084,37.194,23.9959,24.1721,37.3159,37.0718,37.8,55,100
2026-03-08 17:23:47,24.104,37.233,24.0362,24.1721,37.3449,37.1206,37.8,55,100
2026-03-08 17:23:47,24.074,37.285,24.016,24.1318,37.3541,37.2152,37.8,55,100
2026-03-08 17:23:47,24.144,37.378,24.0563,24.2325,37.3587,37.3968,37.8,55,100
2026-03-08 17:23:47,24.124,37.443,24.0362,24.2124,37.3693,37.5158,37.8,55,100
2026-03-08 17:23:48,24.054,37.539,23.9757,24.1318,37.3495,37.7279,37.8,55,100
2026-03-08 17:23:48,24.104,37.587,23.9959,24.2124,37.3404,37.8332,37.8,55,100
2026-03-08 17:23:48,24.114,37.667,24.0563,24.1721,37.4075,37.9263,37.8,55,100
2026-03-08 17:23:49,24.054,37.728,23.9757,24.1318,37.435,38.0209,37.8,55,100
2026-03-08 17:23:49,24.094,37.75,23.9757,24.2124,37.3739,38.1262,37.8,55,100
2026-03-08 17:23:49,24.094,37.824,24.0563,24.1318,37.4929,38.1552,37.8,55,100
2026-03-08 17:23:49,24.134,37.865,24.0362,24.2325,37.4792,38.2513,37.8,55,100
2026-03-08 17:23:50,24.134,37.919,24.016,24.2527,37.525,38.3139,37.8,55,100
2026-03-08 17:23:50,24.154,38.038,24.016,24.293,37.5494,38.526,37.8,55,100
2026-03-08 17:23:50,24.154,38.08,24.0563,24.2527,37.6516,38.5092,37.8,55,100
2026-03-08 17:23:50,24.104,38.112,24.016,24.1923,37.6837,38.5397,37.8,55,100
2026-03-08 17:23:51,24.124,38.145,24.0362,24.2124,37.7356,38.5534,37.8,55,100
2026-03-08 17:23:51,24.134,38.164,24.016,24.2527,37.7935,38.5336,37.8,55,100
2026-03-08 17:23:51,24.064,38.193,23.9355,24.1923,37.821,38.5641,37.8,55,100
2026-03-08 17:23:51,24.124,38.273,24.0362,24.2124,37.9675,38.5779,37.8,55,100
2026-03-08 17:23:52,24.144,38.305,24.0362,24.2527,38.0041,38.6069,37.8,55,100
2026-03-08 17:23:52,24.094,38.349,23.9556,24.2325,38.056,38.6419,37.8,55,100
2026-03-08 17:23:52,24.134,38.36,24.0764,24.1923,38.1308,38.5885,37.8,55,100
2026-03-08 17:23:52,24.134,38.421,24.0362,24.2325,38.1994,38.6419,37.8,55,100
