1,1,15:23:05,19.7,19.81,19.58,71.73,72.32,71.14,0
1,1,15:23:06,19.7,19.82,19.58,71.7,72.28,71.13,0
1,1,15:23:08,19.71,19.83,19.59,71.71,72.28,71.14,0
1,1,15:23:09,19.71,19.83,19.6,71.7,72.28,71.13,0
1,1,15:23:10,19.73,19.84,19.62,71.69,72.26,71.12,0
1,1,15:23:12,19.73,19.85,19.62,71.67,72.25,71.1,0
1,1,15:23:13,19.73,19.85,19.62,71.67,72.23,71.11,0
1,1,15:23:14,19.74,19.86,19.62,71.66,72.2,71.11,0
1,1,15:23:16,19.75,19.87,19.63,71.66,72.21,71.12,0
1,1,15:23:17,19.75,19.87,19.62,71.65,72.2,71.09,0
1,1,15:23:18,19.75,19.87,19.62,71.64,72.18,71.1,0
1,1,15:23:20,19.75,19.87,19.63,71.64,72.18,71.09,0
1,1,15:23:21,19.75,19.87,19.62,71.62,72.17,71.08,0
1,1,15:23:22,19.75,19.87,19.63,71.61,72.15,71.07,0
1,1,15:23:23,19.75,19.87,19.62,71.61,72.15,71.07,0
1,1,15:23:25,19.75,19.87,19.63,71.59,72.12,71.05,0
1,1,15:23:26,19.75,19.87,19.63,71.58,72.12,71.04,0
1,1,15:23:27,19.75,19.87,19.63,71.57,72.11,71.03,0
1,1,15:23:29,19.75,19.87,19.63,71.53,72.07,71.0,0
1,1,15:23:30,19.75,19.87,19.63,71.54,72.09,70.99,0
1,1,15:23:31,19.75,19.88,19.63,71.53,72.08,70.98,0
1,1,15:23:33,19.75,19.88,19.62,71.54,72.08,71.0,0
1,1,15:23:34,19.75,19.88,19.63,71.53,72.07,70.99,0
1,1,15:23:35,19.76,19.89,19.63,71.5,72.04,70.96,0
1,1,15:23:36,19.76,19.88,19.64,71.5,72.03,70.98,0
1,1,15:23:38,19.75,19.88,19.63,71.5,72.02,70.98,0
1,1,15:23:39,19.77,19.89,19.64,71.49,72.01,70.97,0
1,1,15:23:40,19.77,19.89,19.64,71.48,71.99,70.97,0
1,1,15:23:42,19.77,19.89,19.64,71.47,71.99,70.95,0
1,1,15:23:43,19.77,19.89,19.64,71.47,71.98,70.95,0
1,1,15:23:44,19.77,19.89,19.64,71.45,71.96,70.94,0
1,1,15:23:46,19.77,19.89,19.64,71.44,71.95,70.94,0
1,1,15:23:47,19.77,19.89,19.64,71.44,71.96,70.93,0
1,1,15:23:48,19.76,19.88,19.64,71.44,71.95,70.92,0
1,1,15:23:50,19.77,19.89,19.64,71.43,71.93,70.92,0
1,1,15:23:51,19.77,19.89,19.64,71.41,71.91,70.92,0
1,1,15:23:52,19.77,19.89,19.64,71.41,71.91,70.91,0
1,1,15:23:53,19.77,19.89,19.64,71.41,71.91,70.91,0
1,1,15:23:55,19.77,19.89,19.64,71.41,71.9,70.92,0
1,1,15:23:56,19.76,19.88,19.64,71.41,71.9,70.91,0
1,1,15:23:57,19.77,19.89,19.64,71.39,71.88,70.91,0
1,1,15:23:59,19.77,19.89,19.64,71.38,71.86,70.9,0
1,1,15:24:00,19.77,19.89,19.64,71.39,71.87,70.9,0
1,1,15:24:01,19.77,19.89,19.64,71.39,71.87,70.91,0
1,1,15:24:03,19.77,19.89,19.64,71.38,71.85,70.92,0
1,1,15:24:04,19.77,19.89,19.64,71.38,71.84,70.91,0
1,1,15:24:05,19.77,19.89,19.64,71.38,71.83,70.92,0
1,1,15:24:06,19.77,19.89,19.64,71.38,71.83,70.92,0
1,1,15:24:08,19.77,19.89,19.64,71.37,71.81,70.92,0
1,1,15:24:09,19.77,19.89,19.64,71.38,71.83,70.93,0
1,1,15:24:10,19.77,19.89,19.64,71.37,71.81,70.92,0
1,1,15:24:12,19.77,19.89,19.64,71.38,71.81,70.95,0
1,1,15:24:13,19.77,19.89,19.65,71.37,71.79,70.94,0
1,1,15:24:14,19.77,19.89,19.64,71.37,71.79,70.94,0
1,1,15:24:16,19.77,19.89,19.64,71.36,71.79,70.93,0
1,1,15:24:17,19.77,19.89,19.64,71.36,71.79,70.92,0
1,1,15:24:18,19.77,19.89,19.64,71.36,71.79,70.92,0
1,1,15:24:20,19.77,19.89,19.64,71.36,71.79,70.92,0
1,1,15:24:21,19.77,19.89,19.64,71.34,71.78,70.91,0
1,1,15:24:22,19.77,19.89,19.64,71.34,71.78,70.9,0
1,1,15:24:23,19.77,19.9,19.64,71.35,71.78,70.92,0
1,1,15:24:25,19.77,19.9,19.64,71.34,71.77,70.92,0
1,1,15:24:26,19.77,19.9,19.65,71.34,71.75,70.92,0
1,1,15:24:27,19.77,19.9,19.65,71.34,71.76,70.93,0
1,1,15:24:29,19.77,19.89,19.65,71.34,71.75,70.93,0
1,1,15:24:30,19.77,19.9,19.65,71.34,71.76,70.93,0
1,1,15:24:31,19.77,19.9,19.65,71.34,71.75,70.93,0
1,1,15:24:33,19.77,19.89,19.64,71.33,71.73,70.92,0
1,1,15:24:34,19.77,19.89,19.65,71.34,71.74,70.93,0
1,1,15:24:35,19.77,19.9,19.65,71.33,71.72,70.93,0
1,1,15:24:36,19.77,19.9,19.64,71.34,71.74,70.93,0
1,1,15:24:38,19.77,19.9,19.65,71.34,71.74,70.93,0
1,1,15:24:39,19.77,19.9,19.64,71.33,71.73,70.92,0
1,1,15:24:40,19.77,19.89,19.64,71.33,71.72,70.94,0
1,1,15:24:42,19.77,19.9,19.65,71.31,71.71,70.92,0
1,1,15:24:43,19.77,19.9,19.64,71.31,71.71,70.91,0
1,1,15:24:44,19.77,19.89,19.64,71.32,71.71,70.93,0
1,1,15:24:46,19.77,19.89,19.65,71.33,71.72,70.93,0
1,1,15:24:47,19.77,19.9,19.65,71.33,71.72,70.93,0
1,1,15:24:48,19.77,19.9,19.65,71.31,71.7,70.93,0
1,1,15:24:50,19.78,19.9,19.66,71.31,71.7,70.92,0
1,1,15:24:51,19.77,19.9,19.65,71.31,71.7,70.93,0
1,1,15:24:52,19.77,19.9,19.65,71.31,71.7,70.91,0
1,1,15:24:53,19.77,19.9,19.65,71.31,71.7,70.91,0
1,1,15:24:55,19.77,19.9,19.65,71.31,71.69,70.92,0
1,1,15:24:56,19.78,19.91,19.65,71.31,71.7,70.92,0
1,1,15:24:57,19.77,19.9,19.65,71.31,71.69,70.93,0
1,1,15:24:59,19.78,19.91,19.65,71.31,71.68,70.93,0
1,1,15:25:00,19.77,19.9,19.65,71.3,71.69,70.91,0
1,1,15:25:01,19.77,19.9,19.65,71.3,71.68,70.92,0
1,1,15:25:03,19.78,19.9,19.66,71.3,71.67,70.92,0
1,1,15:25:04,19.78,19.91,19.65,71.31,71.68,70.93,0
1,1,15:25:05,19.78,19.91,19.65,71.3,71.67,70.92,0
1,1,15:25:06,19.77,19.9,19.65,71.3,71.67,70.93,0
1,1,15:25:08,19.77,19.9,19.65,71.31,71.67,70.94,0
1,1,15:25:09,19.77,19.9,19.65,71.3,71.67,70.92,0
1,1,15:25:10,19.77,19.9,19.65,71.3,71.66,70.93,0
1,1,15:25:12,19.77,19.91,19.64,71.3,71.68,70.92,0
1,1,15:25:13,19.77,19.9,19.64,71.3,71.68,70.92,0
1,1,15:25:14,19.77,19.9,19.65,71.31,71.67,70.94,0
1,1,15:25:16,19.77,19.9,19.65,71.3,71.66,70.94,0
1,1,15:25:17,19.77,19.9,19.65,71.3,71.66,70.93,0
1,1,15:25:18,19.77,19.9,19.65,71.3,71.67,70.93,0
1,1,15:25:20,19.77,19.91,19.64,71.31,71.67,70.95,0
1,1,15:25:21,19.79,19.91,19.66,71.31,71.67,70.95,0
1,1,15:25:22,19.77,19.9,19.65,71.31,71.67,70.95,0
1,1,15:25:23,19.77,19.9,19.65,71.31,71.66,70.96,0
1,1,15:25:25,19.78,19.91,19.65,71.31,71.66,70.95,0
1,1,15:25:26,19.77,19.9,19.65,71.31,71.65,70.97,0
1,1,15:25:27,19.77,19.9,19.65,71.31,71.66,70.96,0
1,1,15:25:29,19.77,19.9,19.65,71.31,71.65,70.96,0
1,1,15:25:30,19.79,19.91,19.66,71.31,71.65,70.97,0
1,1,15:25:31,19.78,19.91,19.65,71.31,71.66,70.97,0
1,1,15:25:33,19.78,19.91,19.65,71.31,71.65,70.97,0
