1,1,18:09:19,21.5,55.599998474121094,0
1,1,18:09:20,21.5,56.20000076293945,0
1,1,18:09:22,21.5,56.099998474121094,0
1,1,18:09:23,21.5,56.20000076293945,0
1,1,18:09:24,21.5,56.099998474121094,0
1,1,18:09:26,21.399999618530273,56.099998474121094,0
1,1,18:09:27,21.5,56.099998474121094,0
1,1,18:09:29,21.5,56.20000076293945,0
1,1,18:09:32,21.399999618530273,56.099998474121094,0
1,1,18:09:34,21.5,56.099998474121094,0
1,1,18:09:37,21.5,56.099998474121094,0
1,1,18:09:39,21.5,56.099998474121094,0
1,1,18:09:44,21.5,56.099998474121094,0
1,1,18:09:47,21.399999618530273,56.099998474121094,0
1,1,18:09:49,21.399999618530273,56.099998474121094,0
1,1,18:09:54,21.399999618530273,56.0,0
1,1,18:09:57,21.5,56.099998474121094,0
1,1,18:09:59,21.5,56.099998474121094,0
1,1,18:10:02,21.399999618530273,56.0,0
1,1,18:10:04,21.399999618530273,56.0,0
