Time,Temperature,Humidity,Temp_0,Temp_1,Humid_0,Humid_1,Set_Temp,Set_Humid,Duty_Cycle
2026-03-12 22:28:19,38.002,23.036,38.0146,37.9895,22.8504,23.2212,37.8,55,0
2026-03-12 22:28:19,37.972,23.069,38.0348,37.9089,22.9267,23.212,37.8,55,0
2026-03-12 22:28:19,37.932,22.766,37.9341,37.929,22.3178,23.2136,37.8,55,0
2026-03-12 22:28:19,37.952,22.573,37.9542,37.9492,22.3438,22.8016,37.8,55,0
2026-03-12 22:28:19,37.962,22.409,37.9542,37.9693,22.4048,22.4125,37.8,55,0
2026-03-12 22:28:20,37.891,22.078,37.8535,37.929,21.9913,22.1637,37.8,55,0
2026-03-12 22:28:20,37.871,21.788,37.7931,37.9492,21.6907,21.886,37.8,55,0
2026-03-12 22:28:20,37.861,21.653,37.7729,37.9492,21.6403,21.6663,37.8,55,0
2026-03-12 22:28:20,37.841,21.62,37.7931,37.8888,21.532,21.7075,37.8,55,0
2026-03-12 22:28:21,37.861,21.585,37.7931,37.929,21.6175,21.5534,37.8,55,0
2026-03-12 22:28:21,37.811,21.574,37.7729,37.8485,21.6403,21.5076,37.8,55,0
2026-03-12 22:28:21,37.821,21.484,37.7528,37.8888,21.5656,21.4023,37.8,55,0
2026-03-12 22:28:22,37.841,21.437,37.8535,37.8283,21.5152,21.3596,37.8,55,0
2026-03-12 22:28:22,37.811,21.427,37.7729,37.8485,21.2131,21.6419,37.8,55,0
2026-03-12 22:28:22,37.77,21.337,37.6924,37.8485,20.9842,21.6907,37.8,55,10.3408744201275
2026-03-12 22:28:22,37.78,21.449,37.7125,37.8485,21.1337,21.7639,37.8,55,5.862244282748726
2026-03-12 22:28:23,37.72,21.272,37.6722,37.7679,20.9094,21.6342,37.8,55,26.444214783003872
2026-03-12 22:28:23,37.7,21.306,37.632,37.7679,21.1002,21.5122,37.8,55,32.056546904923444
2026-03-12 22:28:23,37.69,21.17,37.6521,37.7276,21.0285,21.3123,37.8,55,36.66075383352682
2026-03-12 22:28:23,37.66,21.057,37.632,37.6873,20.9781,21.1368,37.8,55,48.50325364398743
2026-03-12 22:28:24,37.64,20.988,37.5514,37.7276,20.9323,21.0437,37.8,55,56.82404880297795
2026-03-12 22:28:24,37.619,20.858,37.6118,37.6269,20.8301,20.8865,37.8,55,66.37587657129065
2026-03-12 22:28:24,37.609,20.79,37.5514,37.6672,20.6394,20.94,37.8,55,72.74993678768203
2026-03-12 22:28:24,37.64,20.817,37.5917,37.6873,20.705,20.9293,37.8,55,66.39656254954039
2026-03-12 22:28:25,37.619,20.851,37.5312,37.7075,20.7477,20.9552,37.8,55,78.27570660974874
2026-03-12 22:28:25,37.569,20.864,37.4708,37.6672,20.7889,20.94,37.8,55,97.76267692684979
2026-03-12 22:28:25,37.609,20.875,37.5514,37.6672,20.7126,21.0376,37.8,55,87.52525320704193
2026-03-12 22:28:25,37.579,20.877,37.4708,37.6873,20.6912,21.0636,37.8,55,100
2026-03-12 22:28:26,37.559,20.93,37.5111,37.6068,20.8301,21.03,37.8,55,100
2026-03-12 22:28:26,37.559,20.937,37.4507,37.6672,20.885,20.9888,37.8,55,100
2026-03-12 22:28:26,37.529,20.89,37.4507,37.6068,20.8728,20.9079,37.8,55,100
2026-03-12 22:28:27,37.509,20.766,37.4507,37.5665,20.6775,20.8545,37.8,55,100
2026-03-12 22:28:27,37.519,20.633,37.4507,37.5866,20.6287,20.6378,37.8,55,100
2026-03-12 22:28:27,37.539,20.599,37.4104,37.6672,20.5875,20.6104,37.8,55,100
2026-03-12 22:28:27,37.488,20.649,37.35,37.6269,20.6546,20.6424,37.8,55,100
2026-03-12 22:28:28,37.478,20.671,37.4104,37.5463,20.6851,20.6577,37.8,55,100
2026-03-12 22:28:28,37.458,20.663,37.35,37.5665,20.7034,20.6226,37.8,55,100
2026-03-12 22:28:28,37.478,20.629,37.3902,37.5665,20.6714,20.5859,37.8,55,100
2026-03-12 22:28:28,37.458,20.578,37.4104,37.5061,20.6119,20.5432,37.8,55,100
2026-03-12 22:28:29,37.358,20.469,37.3097,37.4054,20.528,20.4105,37.8,55,100
2026-03-12 22:28:29,37.358,20.494,37.2895,37.4255,20.5142,20.473,37.8,55,100
2026-03-12 22:28:29,37.368,20.483,37.2493,37.4859,20.4974,20.4685,37.8,55,100
2026-03-12 22:28:29,37.378,20.441,37.2895,37.4658,20.4898,20.3922,37.8,55,100
2026-03-12 22:28:30,37.327,20.491,37.209,37.4456,20.5417,20.4395,37.8,55,100
2026-03-12 22:28:30,37.327,20.502,37.2291,37.4255,20.5432,20.4608,37.8,55,100
2026-03-12 22:28:30,37.347,20.468,37.2694,37.4255,20.56,20.3754,37.8,55,100
2026-03-12 22:28:30,37.267,20.428,37.1485,37.3852,20.5219,20.3342,37.8,55,100
2026-03-12 22:28:31,37.277,20.534,37.209,37.3449,20.5783,20.4898,37.8,55,100
2026-03-12 22:28:31,37.277,20.533,37.1485,37.4054,20.5951,20.4715,37.8,55,100
2026-03-12 22:28:31,37.267,20.526,37.1687,37.3651,20.6226,20.4303,37.8,55,100
2026-03-12 22:28:32,37.267,20.526,37.1083,37.4255,20.5921,20.4608,37.8,55,100
2026-03-12 22:28:32,37.227,20.516,37.0881,37.3651,20.589,20.4425,37.8,55,100
2026-03-12 22:28:32,37.267,20.489,37.1485,37.3852,20.5951,20.383,37.8,55,100
2026-03-12 22:28:32,37.227,20.461,37.1687,37.2845,20.5493,20.3723,37.8,55,100
2026-03-12 22:28:33,37.136,20.439,36.9874,37.2845,20.5295,20.3479,37.8,55,100
2026-03-12 22:28:33,37.247,20.451,37.068,37.4255,20.5264,20.3754,37.8,55,100
2026-03-12 22:28:33,37.166,20.534,37.0277,37.3046,20.6439,20.4242,37.8,55,100
2026-03-12 22:28:33,37.196,20.592,36.9673,37.4255,20.7111,20.473,37.8,55,100
2026-03-12 22:28:34,37.166,20.601,36.9673,37.3651,20.6989,20.5035,37.8,55,100
2026-03-12 22:28:34,37.146,20.623,36.9673,37.3248,20.7233,20.5234,37.8,55,100
2026-03-12 22:28:34,37.176,20.62,36.9673,37.3852,20.7111,20.5295,37.8,55,100
2026-03-12 22:28:34,37.206,20.642,37.0076,37.4054,20.763,20.5203,37.8,55,100
2026-03-12 22:28:35,37.136,20.64,36.9874,37.2845,20.7614,20.5188,37.8,55,100
2026-03-12 22:28:35,37.156,20.71,36.9874,37.3248,20.798,20.621,37.8,55,100
2026-03-12 22:28:35,37.116,20.729,36.9068,37.3248,20.8011,20.6577,37.8,55,100
2026-03-12 22:28:35,37.176,20.742,36.9874,37.3651,20.8591,20.6256,37.8,55,100
2026-03-12 22:28:36,37.166,20.748,36.927,37.4054,20.853,20.6424,37.8,55,100
2026-03-12 22:28:36,37.186,20.761,37.0076,37.3651,20.8972,20.6256,37.8,55,100
2026-03-12 22:28:36,37.146,20.764,36.9471,37.3449,20.9033,20.6241,37.8,55,100
2026-03-12 22:28:37,37.136,20.799,36.9471,37.3248,20.9888,20.6088,37.8,55,100
2026-03-12 22:28:37,37.176,20.864,36.9673,37.3852,21.0163,20.7126,37.8,55,100
2026-03-12 22:28:37,37.076,20.89,36.8867,37.2644,21.0071,20.7736,37.8,55,100
2026-03-12 22:28:37,37.166,20.93,36.9471,37.3852,21.0132,20.8469,37.8,55,100
2026-03-12 22:28:38,37.126,20.902,36.9068,37.3449,21.033,20.7706,37.8,55,100
