2026-02-27 21:28:24,25.987,39.153,25.9899,25.9849,38.6923,39.6139,37.8,55,100
2026-02-27 21:28:25,26.038,39.055,26.0705,26.005,38.6282,39.4812,37.8,55,100
2026-02-27 21:28:25,25.987,38.982,26.0101,25.9648,38.6221,39.3423,37.8,55,100
2026-02-27 21:28:25,25.977,38.92,25.9899,25.9648,38.5946,39.2447,37.8,55,100
2026-02-27 21:28:25,25.987,39.001,26.0101,25.9648,38.5245,39.4766,37.8,55,100
2026-02-27 21:28:26,25.987,39.123,26.0101,25.9648,38.6831,39.5621,37.8,55,100
2026-02-27 21:28:26,26.038,39.238,26.0504,26.0252,39.0036,39.472,37.8,55,100
2026-02-27 21:28:26,26.038,39.238,26.0504,26.0252,39.1135,39.3622,37.8,55,100
2026-02-27 21:28:26,25.997,39.197,26.0504,25.9446,39.1257,39.2676,37.8,55,100
2026-02-27 21:28:27,25.967,39.255,25.9899,25.9446,39.3271,39.1821,37.8,55,100
2026-02-27 21:28:27,25.997,39.265,26.0101,25.9849,39.4644,39.0646,37.8,55,100
2026-02-27 21:28:27,25.997,39.295,25.9698,26.0252,39.4842,39.1058,37.8,55,100
2026-02-27 21:28:28,26.018,39.255,26.0101,26.0252,39.4034,39.1058,37.8,55,100
2026-02-27 21:28:28,26.008,39.168,26.0302,25.9849,39.295,39.0402,37.8,55,100
2026-02-27 21:28:28,25.987,38.964,26.0302,25.9446,39.0265,38.9014,37.8,55,100
2026-02-27 21:28:28,26.018,38.759,26.0705,25.9648,38.7625,38.7564,37.8,55,100
2026-02-27 21:28:29,25.927,38.604,25.9698,25.8842,38.5809,38.6267,37.8,55,100
2026-02-27 21:28:29,25.997,38.428,26.0504,25.9446,38.3566,38.4985,37.8,55,100
2026-02-27 21:28:29,26.008,38.245,26.0504,25.9648,38.088,38.4024,37.8,55,100
2026-02-27 21:28:29,25.967,38.132,26.0101,25.9245,37.9141,38.349,37.8,55,100
2026-02-27 21:28:30,25.977,37.993,25.9698,25.9849,37.6898,38.2956,37.8,55,100
2026-02-27 21:28:30,25.977,37.894,26.0504,25.9043,37.5753,38.2132,37.8,55,100
2026-02-27 21:28:30,25.997,37.793,26.0302,25.9648,37.4884,38.0972,37.8,55,100
